slug,market_url,window_text,first_quote_ts,last_quote_ts,close_ts_utc,quote_count,source_files,target_price,final_price_first,final_price_last,mid_up_open,mid_up_last,mid_up_low,mid_up_high,spread_up_median,spread_down_median,overround_median,can_resolve_outcome,outcome_up,price_move_usd,mid_up_range
btc-updown-5m-1777041900,https://polymarket.com/zh/event/btc-updown-5m-1777041900,22:45-22:50,2026-04-24 14:45:01+00:00,2026-04-24 14:49:59+00:00,2026-04-24 14:45:00+00:00,126,"part3_chunk4_btc-updown-5m_quotes.csv, part3_chunk5_btc-updown-5m_quotes.csv",78004.01,78007.85,77962.34,51.5,1.5,1.5,83.5,1.0,1.0,0.0,True,0.0,-41.669999999998254,82.0
btc-updown-5m-1777042200,https://polymarket.com/zh/event/btc-updown-5m-1777042200,22:50-22:55,2026-04-24 14:50:01+00:00,2026-04-24 14:54:58+00:00,2026-04-24 14:50:00+00:00,124,part3_chunk5_btc-updown-5m_quotes.csv,77952.48,77950.0,78054.64,45.5,98.5,38.5,98.5,1.0,1.0,0.0,True,1.0,102.16000000000349,60.0
btc-updown-5m-1777042500,https://polymarket.com/zh/event/btc-updown-5m-1777042500,22:55-23:00,2026-04-24 14:55:01+00:00,2026-04-24 14:59:58+00:00,2026-04-24 14:55:00+00:00,122,part3_chunk5_btc-updown-5m_quotes.csv,78052.1,78052.03,78074.16,50.5,98.5,35.5,98.5,1.0,1.0,0.0,True,1.0,22.05999999999767,63.0
btc-updown-5m-1777042800,https://polymarket.com/zh/event/btc-updown-5m-1777042800,23:00-23:05,2026-04-24 15:00:01+00:00,2026-04-24 15:05:00+00:00,2026-04-24 15:00:00+00:00,125,part3_chunk5_btc-updown-5m_quotes.csv,78076.38,78077.01,77882.95,54.5,1.5,1.5,54.5,1.0,1.0,0.0,True,0.0,-193.43000000000757,53.0
btc-updown-5m-1777043100,https://polymarket.com/zh/event/btc-updown-5m-1777043100,23:05-23:10,2026-04-24 15:05:03+00:00,2026-04-24 15:09:59+00:00,2026-04-24 15:05:00+00:00,125,part3_chunk5_btc-updown-5m_quotes.csv,,77865.07,77669.0,45.5,0.25,0.15,45.5,1.0,1.0,0.0,False,,,45.35
btc-updown-5m-1777043400,https://polymarket.com/zh/event/btc-updown-5m-1777043400,23:10-23:15,2026-04-24 15:10:02+00:00,2026-04-24 15:15:00+00:00,2026-04-24 15:10:00+00:00,121,part3_chunk5_btc-updown-5m_quotes.csv,77673.68,77674.72,77742.61,57.5,98.5,51.5,98.5,1.0,1.0,0.0,True,1.0,68.93000000000757,47.0
btc-updown-5m-1777043700,https://polymarket.com/zh/event/btc-updown-5m-1777043700,23:15-23:20,2026-04-24 15:15:02+00:00,2026-04-24 15:19:58+00:00,2026-04-24 15:15:00+00:00,122,"part3_chunk5_btc-updown-5m_quotes.csv, part3_chunk6_btc-updown-5m_quotes.csv",,77752.41,77721.77,57.5,1.5,1.5,83.5,1.0,1.0,0.0,False,,,82.0
btc-updown-5m-1777044000,https://polymarket.com/zh/event/btc-updown-5m-1777044000,23:20-23:25,2026-04-24 15:20:01+00:00,2026-04-24 15:24:58+00:00,2026-04-24 15:20:00+00:00,125,part3_chunk6_btc-updown-5m_quotes.csv,77713.05,77720.23,77834.76,52.0,99.6,52.0,99.65,1.0,1.0,0.0,True,1.0,121.70999999999185,47.650000000000006
btc-updown-5m-1777044300,https://polymarket.com/zh/event/btc-updown-5m-1777044300,23:25-23:30,2026-04-24 15:25:01+00:00,2026-04-24 15:29:59+00:00,2026-04-24 15:25:00+00:00,128,part3_chunk6_btc-updown-5m_quotes.csv,77834.85,77831.12,77843.99,50.5,93.0,35.5,93.0,1.0,1.0,0.0,True,1.0,9.139999999999418,57.5
btc-updown-5m-1777044600,https://polymarket.com/zh/event/btc-updown-5m-1777044600,23:30-23:35,2026-04-24 15:30:06+00:00,2026-04-24 15:34:59+00:00,2026-04-24 15:30:00+00:00,123,part3_chunk6_btc-updown-5m_quotes.csv,,77863.92,77853.99,54.5,88.5,34.5,93.5,1.0,1.0,0.0,False,,,59.0
btc-updown-5m-1777044900,https://polymarket.com/zh/event/btc-updown-5m-1777044900,23:35-23:40,2026-04-24 15:35:01+00:00,2026-04-24 15:39:58+00:00,2026-04-24 15:35:00+00:00,127,part3_chunk6_btc-updown-5m_quotes.csv,77852.39,77850.8,77762.23,46.5,1.5,1.5,50.5,1.0,1.0,0.0,True,0.0,-90.16000000000349,49.0
btc-updown-5m-1777045200,https://polymarket.com/zh/event/btc-updown-5m-1777045200,23:40-23:45,2026-04-24 15:40:01+00:00,2026-04-24 15:44:59+00:00,2026-04-24 15:40:00+00:00,125,part3_chunk6_btc-updown-5m_quotes.csv,77760.33,77757.49,78000.33,49.0,98.5,40.5,98.5,1.0,1.0,0.0,True,1.0,240.0,58.0
btc-updown-5m-1777045500,https://polymarket.com/zh/event/btc-updown-5m-1777045500,23:45-23:50,2026-04-24 15:45:02+00:00,2026-04-24 15:49:58+00:00,2026-04-24 15:45:00+00:00,125,"part3_chunk6_btc-updown-5m_quotes.csv, part3_chunk7_btc-updown-5m_quotes.csv",78021.36,78041.58,77975.47,52.5,3.5,3.5,86.5,1.0,1.0,0.0,True,0.0,-45.88999999999942,83.0
btc-updown-5m-1777045800,https://polymarket.com/zh/event/btc-updown-5m-1777045800,23:50-23:55,2026-04-24 15:50:01+00:00,2026-04-24 15:54:58+00:00,2026-04-24 15:50:00+00:00,126,part3_chunk7_btc-updown-5m_quotes.csv,77968.88,77968.88,78018.01,50.5,98.5,49.5,98.5,1.0,1.0,0.0,True,1.0,49.129999999990105,49.0
btc-updown-5m-1777046100,https://polymarket.com/zh/event/btc-updown-5m-1777046100,23:55-00:00,2026-04-24 15:55:01+00:00,2026-04-24 15:59:59+00:00,2026-04-24 15:55:00+00:00,127,part3_chunk7_btc-updown-5m_quotes.csv,78018.53,78020.01,78070.77,52.0,98.5,38.0,98.5,1.0,1.0,0.0,True,1.0,52.24000000000524,60.5
btc-updown-5m-1777046400,https://polymarket.com/zh/event/btc-updown-5m-1777046400,00:00-00:05,2026-04-24 16:00:01+00:00,2026-04-24 16:04:58+00:00,2026-04-24 16:00:00+00:00,125,part3_chunk7_btc-updown-5m_quotes.csv,78073.84,78074.98,77996.94,54.5,1.5,1.5,57.5,1.0,1.0,0.0,True,0.0,-76.89999999999418,56.0
btc-updown-5m-1777046700,https://polymarket.com/zh/event/btc-updown-5m-1777046700,00:05-00:10,2026-04-24 16:05:00+00:00,2026-04-24 16:10:00+00:00,2026-04-24 16:05:00+00:00,127,part3_chunk7_btc-updown-5m_quotes.csv,77996.94,77996.94,77898.28,50.5,1.5,1.5,80.5,1.0,1.0,0.0,True,0.0,-98.66000000000349,79.0
btc-updown-5m-1777047000,https://polymarket.com/zh/event/btc-updown-5m-1777047000,00:10-00:15,2026-04-24 16:10:02+00:00,2026-04-24 16:15:00+00:00,2026-04-24 16:10:00+00:00,127,part3_chunk7_btc-updown-5m_quotes.csv,,77906.55,77805.34,53.5,1.5,1.5,86.5,1.0,1.0,0.0,False,,,85.0
btc-updown-5m-1777047300,https://polymarket.com/zh/event/btc-updown-5m-1777047300,00:15-00:20,2026-04-24 16:15:02+00:00,2026-04-24 16:19:58+00:00,2026-04-24 16:15:00+00:00,125,"part3_chunk7_btc-updown-5m_quotes.csv, part3_chunk8_btc-updown-5m_quotes.csv",,77804.67,77736.53,50.5,1.5,1.5,54.5,1.0,1.0,0.0,False,,,53.0
btc-updown-5m-1777047600,https://polymarket.com/zh/event/btc-updown-5m-1777047600,00:20-00:25,2026-04-24 16:20:01+00:00,2026-04-24 16:24:58+00:00,2026-04-24 16:20:00+00:00,129,part3_chunk8_btc-updown-5m_quotes.csv,77740.01,77740.0,77755.64,55.0,97.5,10.5,97.5,1.0,1.0,0.0,True,1.0,15.630000000004657,87.0
btc-updown-5m-1777047900,https://polymarket.com/zh/event/btc-updown-5m-1777047900,00:25-00:30,2026-04-24 16:25:01+00:00,2026-04-24 16:30:00+00:00,2026-04-24 16:25:00+00:00,127,part3_chunk8_btc-updown-5m_quotes.csv,77770.88,77769.98,77737.19,51.5,1.5,1.5,70.5,1.0,1.0,0.0,True,0.0,-33.69000000000233,69.0
btc-updown-5m-1777048200,https://polymarket.com/zh/event/btc-updown-5m-1777048200,00:30-00:35,2026-04-24 16:30:03+00:00,2026-04-24 16:34:58+00:00,2026-04-24 16:30:00+00:00,126,part3_chunk8_btc-updown-5m_quotes.csv,,77755.67,77896.71,52.5,98.5,52.5,98.5,1.0,1.0,0.0,False,,,46.0
btc-updown-5m-1777048500,https://polymarket.com/zh/event/btc-updown-5m-1777048500,00:35-00:40,2026-04-24 16:35:01+00:00,2026-04-24 16:39:58+00:00,2026-04-24 16:35:00+00:00,126,part3_chunk8_btc-updown-5m_quotes.csv,77886.88,77889.48,77794.93,45.5,1.5,1.5,64.5,1.0,1.0,0.0,True,0.0,-91.95000000001164,63.0
btc-updown-5m-1777048800,https://polymarket.com/zh/event/btc-updown-5m-1777048800,00:40-00:45,2026-04-24 16:40:01+00:00,2026-04-24 16:44:59+00:00,2026-04-24 16:40:00+00:00,127,part3_chunk8_btc-updown-5m_quotes.csv,77798.97,77798.97,77735.84,51.0,1.5,1.5,57.5,1.0,1.0,0.0,True,0.0,-63.13000000000466,56.0
btc-updown-5m-1777049100,https://polymarket.com/zh/event/btc-updown-5m-1777049100,00:45-00:50,2026-04-24 16:45:02+00:00,2026-04-24 16:49:59+00:00,2026-04-24 16:45:00+00:00,126,"part3_chunk8_btc-updown-5m_quotes.csv, part3_chunk9_btc-updown-5m_quotes.csv",77735.99,77741.24,77659.81,54.0,1.5,1.5,73.5,1.0,1.0,0.0,True,0.0,-76.18000000000757,72.0
btc-updown-5m-1777049400,https://polymarket.com/zh/event/btc-updown-5m-1777049400,00:50-00:55,2026-04-24 16:50:02+00:00,2026-04-24 16:54:58+00:00,2026-04-24 16:50:00+00:00,127,part3_chunk9_btc-updown-5m_quotes.csv,77660.6,77677.39,77754.12,62.5,98.5,50.5,98.5,1.0,1.0,0.0,True,1.0,93.51999999998952,48.0
btc-updown-5m-1777049700,https://polymarket.com/zh/event/btc-updown-5m-1777049700,00:55-01:00,2026-04-24 16:55:01+00:00,2026-04-24 16:59:58+00:00,2026-04-24 16:55:00+00:00,119,part3_chunk9_btc-updown-5m_quotes.csv,77747.08,77757.77,77802.86,52.5,98.5,11.5,98.5,1.0,1.0,0.0,True,1.0,55.779999999998836,87.0
btc-updown-5m-1777050000,https://polymarket.com/zh/event/btc-updown-5m-1777050000,01:00-01:05,2026-04-24 17:00:01+00:00,2026-04-24 17:05:00+00:00,2026-04-24 17:00:00+00:00,127,part3_chunk9_btc-updown-5m_quotes.csv,77802.87,77802.87,77697.34,50.5,1.5,1.5,50.5,1.0,1.0,0.0,True,0.0,-105.52999999999884,49.0
btc-updown-5m-1777050300,https://polymarket.com/zh/event/btc-updown-5m-1777050300,01:05-01:10,2026-04-24 17:05:02+00:00,2026-04-24 17:10:00+00:00,2026-04-24 17:05:00+00:00,126,part3_chunk9_btc-updown-5m_quotes.csv,,77683.52,77679.01,45.5,2.5,2.5,61.5,1.0,1.0,0.0,False,,,59.0
btc-updown-5m-1777050600,https://polymarket.com/zh/event/btc-updown-5m-1777050600,01:10-01:15,2026-04-24 17:10:02+00:00,2026-04-24 17:14:59+00:00,2026-04-24 17:10:00+00:00,128,part3_chunk9_btc-updown-5m_quotes.csv,,77693.36,77775.37,55.5,98.5,49.5,98.5,1.0,1.0,0.0,False,,,49.0
btc-updown-5m-1777050900,https://polymarket.com/zh/event/btc-updown-5m-1777050900,01:15-01:20,2026-04-24 17:15:02+00:00,2026-04-24 17:19:59+00:00,2026-04-24 17:15:00+00:00,126,"part3_chunk10_btc-updown-5m_quotes.csv, part3_chunk9_btc-updown-5m_quotes.csv",77775.38,77775.38,77654.01,49.5,1.5,1.5,51.5,1.0,1.0,0.0,True,0.0,-121.3700000000099,50.0
btc-updown-5m-1777051200,https://polymarket.com/zh/event/btc-updown-5m-1777051200,01:20-01:25,2026-04-24 17:20:02+00:00,2026-04-24 17:25:00+00:00,2026-04-24 17:20:00+00:00,128,part3_chunk10_btc-updown-5m_quotes.csv,77649.24,77649.23,77644.99,49.5,1.5,1.5,53.5,1.0,1.0,0.0,True,0.0,-4.25,52.0
btc-updown-5m-1777051500,https://polymarket.com/zh/event/btc-updown-5m-1777051500,01:25-01:30,2026-04-24 17:25:02+00:00,2026-04-24 17:29:58+00:00,2026-04-24 17:25:00+00:00,125,part3_chunk10_btc-updown-5m_quotes.csv,,77642.09,77698.07,52.5,98.5,32.5,98.5,1.0,1.0,0.0,False,,,66.0
btc-updown-5m-1777051800,https://polymarket.com/zh/event/btc-updown-5m-1777051800,01:30-01:35,2026-04-24 17:30:01+00:00,2026-04-24 17:34:58+00:00,2026-04-24 17:30:00+00:00,126,part3_chunk10_btc-updown-5m_quotes.csv,77700.06,77700.06,77517.11,51.5,1.5,1.5,74.5,1.0,1.0,0.0,True,0.0,-182.9499999999971,73.0
btc-updown-5m-1777052100,https://polymarket.com/zh/event/btc-updown-5m-1777052100,01:35-01:40,2026-04-24 17:35:00+00:00,2026-04-24 17:39:59+00:00,2026-04-24 17:35:00+00:00,129,part3_chunk10_btc-updown-5m_quotes.csv,77517.12,77517.12,77535.74,53.5,98.5,51.5,98.5,1.0,1.0,0.0,True,1.0,18.620000000009895,47.0
btc-updown-5m-1777052400,https://polymarket.com/zh/event/btc-updown-5m-1777052400,01:40-01:45,2026-04-24 17:40:02+00:00,2026-04-24 17:44:59+00:00,2026-04-24 17:40:00+00:00,129,part3_chunk10_btc-updown-5m_quotes.csv,77544.72,77544.72,77614.99,56.5,98.5,50.5,98.5,1.0,1.0,0.0,True,1.0,70.27000000000407,48.0
btc-updown-5m-1777052700,https://polymarket.com/zh/event/btc-updown-5m-1777052700,01:45-01:50,2026-04-24 17:45:04+00:00,2026-04-24 17:49:58+00:00,2026-04-24 17:45:00+00:00,121,"part3_chunk10_btc-updown-5m_quotes.csv, part4_chunk1_btc-updown-5m_quotes.csv",,77605.38,77627.45,43.5,98.5,16.5,98.5,1.0,1.0,0.0,False,,,82.0
btc-updown-5m-1777053000,https://polymarket.com/zh/event/btc-updown-5m-1777053000,01:50-01:55,2026-04-24 17:50:01+00:00,2026-04-24 17:55:00+00:00,2026-04-24 17:50:00+00:00,118,part4_chunk1_btc-updown-5m_quotes.csv,77627.45,77627.49,77770.0,50.5,99.85,50.5,99.85,1.0,1.0,0.0,True,1.0,142.5500000000029,49.349999999999994
btc-updown-5m-1777053300,https://polymarket.com/zh/event/btc-updown-5m-1777053300,01:55-02:00,2026-04-24 17:55:03+00:00,2026-04-24 17:59:58+00:00,2026-04-24 17:55:00+00:00,113,part4_chunk1_btc-updown-5m_quotes.csv,,77763.29,77701.53,46.5,1.5,1.5,76.0,1.0,1.0,0.0,False,,,74.5
btc-updown-5m-1777053600,https://polymarket.com/zh/event/btc-updown-5m-1777053600,02:00-02:05,2026-04-24 18:00:00+00:00,2026-04-24 18:04:58+00:00,2026-04-24 18:00:00+00:00,116,part4_chunk1_btc-updown-5m_quotes.csv,77707.12,77713.03,77688.12,53.5,1.5,1.5,73.5,1.0,1.0,0.0,True,0.0,-19.0,72.0
btc-updown-5m-1777053900,https://polymarket.com/zh/event/btc-updown-5m-1777053900,02:05-02:10,2026-04-24 18:05:01+00:00,2026-04-24 18:09:59+00:00,2026-04-24 18:05:00+00:00,119,part4_chunk1_btc-updown-5m_quotes.csv,77686.8,77679.88,77644.83,42.5,1.5,1.5,45.5,1.0,1.0,0.0,True,0.0,-41.970000000001164,44.0
btc-updown-5m-1777054200,https://polymarket.com/zh/event/btc-updown-5m-1777054200,02:10-02:15,2026-04-24 18:10:02+00:00,2026-04-24 18:14:59+00:00,2026-04-24 18:10:00+00:00,119,part4_chunk1_btc-updown-5m_quotes.csv,,77653.99,77550.74,55.5,1.5,1.5,84.5,1.0,1.0,0.0,False,,,83.0
btc-updown-5m-1777054500,https://polymarket.com/zh/event/btc-updown-5m-1777054500,02:15-02:20,2026-04-24 18:15:02+00:00,2026-04-24 18:19:58+00:00,2026-04-24 18:15:00+00:00,117,"part4_chunk1_btc-updown-5m_quotes.csv, part4_chunk2_btc-updown-5m_quotes.csv",77550.66,77545.76,77437.0,57.5,0.5,0.5,57.5,1.0,1.0,0.0,True,0.0,-113.66000000000349,57.0
btc-updown-5m-1777054800,https://polymarket.com/zh/event/btc-updown-5m-1777054800,02:20-02:25,2026-04-24 18:20:00+00:00,2026-04-24 18:24:58+00:00,2026-04-24 18:20:00+00:00,119,part4_chunk2_btc-updown-5m_quotes.csv,77440.23,77445.22,77538.37,56.5,98.5,50.5,98.5,1.0,1.0,0.0,True,1.0,98.13999999999942,48.0
btc-updown-5m-1777055100,https://polymarket.com/zh/event/btc-updown-5m-1777055100,02:25-02:30,2026-04-24 18:25:01+00:00,2026-04-24 18:29:58+00:00,2026-04-24 18:25:00+00:00,120,part4_chunk2_btc-updown-5m_quotes.csv,77516.25,77516.25,77518.76,53.5,2.5,2.5,77.5,1.0,1.0,0.0,True,1.0,2.5099999999947613,75.0
btc-updown-5m-1777055400,https://polymarket.com/zh/event/btc-updown-5m-1777055400,02:30-02:35,2026-04-24 18:30:01+00:00,2026-04-24 18:34:58+00:00,2026-04-24 18:30:00+00:00,120,part4_chunk2_btc-updown-5m_quotes.csv,77529.35,77529.35,77607.85,58.5,98.5,43.5,98.5,1.0,1.0,0.0,True,1.0,78.5,55.0
btc-updown-5m-1777055700,https://polymarket.com/zh/event/btc-updown-5m-1777055700,02:35-02:40,2026-04-24 18:35:01+00:00,2026-04-24 18:39:59+00:00,2026-04-24 18:35:00+00:00,119,part4_chunk2_btc-updown-5m_quotes.csv,77605.54,77602.4,77560.69,52.5,1.5,1.5,91.5,1.0,1.0,0.0,True,0.0,-44.84999999999127,90.0
btc-updown-5m-1777056000,https://polymarket.com/zh/event/btc-updown-5m-1777056000,02:40-02:45,2026-04-24 18:40:02+00:00,2026-04-24 18:44:59+00:00,2026-04-24 18:40:00+00:00,118,part4_chunk2_btc-updown-5m_quotes.csv,,77564.59,77600.07,51.5,98.5,26.5,98.5,1.0,1.0,0.0,False,,,72.0
btc-updown-5m-1777056300,https://polymarket.com/zh/event/btc-updown-5m-1777056300,02:45-02:50,2026-04-24 18:45:02+00:00,2026-04-24 18:50:00+00:00,2026-04-24 18:45:00+00:00,118,"part4_chunk2_btc-updown-5m_quotes.csv, part4_chunk3_btc-updown-5m_quotes.csv",77600.07,77600.06,77578.56,54.0,2.5,2.5,87.5,1.0,1.0,0.0,True,0.0,-21.510000000009313,85.0
btc-updown-5m-1777056600,https://polymarket.com/zh/event/btc-updown-5m-1777056600,02:50-02:55,2026-04-24 18:50:03+00:00,2026-04-24 18:54:59+00:00,2026-04-24 18:50:00+00:00,119,part4_chunk3_btc-updown-5m_quotes.csv,,77572.0,77608.1,49.5,98.5,43.5,98.5,1.0,1.0,0.0,False,,,55.0
btc-updown-5m-1777056900,https://polymarket.com/zh/event/btc-updown-5m-1777056900,02:55-03:00,2026-04-24 18:55:02+00:00,2026-04-24 19:00:00+00:00,2026-04-24 18:55:00+00:00,119,part4_chunk3_btc-updown-5m_quotes.csv,77601.52,77601.52,77637.61,50.5,98.5,24.5,98.5,1.0,1.0,0.0,True,1.0,36.08999999999651,74.0
btc-updown-5m-1777057200,https://polymarket.com/zh/event/btc-updown-5m-1777057200,03:00-03:05,2026-04-24 19:00:03+00:00,2026-04-24 19:04:59+00:00,2026-04-24 19:00:00+00:00,115,part4_chunk3_btc-updown-5m_quotes.csv,,77680.23,77665.01,66.5,96.0,66.5,98.5,1.0,1.0,0.0,False,,,32.0
btc-updown-5m-1777057500,https://polymarket.com/zh/event/btc-updown-5m-1777057500,03:05-03:10,2026-04-24 19:05:02+00:00,2026-04-24 19:09:58+00:00,2026-04-24 19:05:00+00:00,116,part4_chunk3_btc-updown-5m_quotes.csv,77664.98,77664.98,77617.84,51.5,1.5,1.5,64.5,1.0,1.0,0.0,True,0.0,-47.13999999999942,63.0
btc-updown-5m-1777057800,https://polymarket.com/zh/event/btc-updown-5m-1777057800,03:10-03:15,2026-04-24 19:10:01+00:00,2026-04-24 19:14:57+00:00,2026-04-24 19:10:00+00:00,119,part4_chunk3_btc-updown-5m_quotes.csv,77629.18,77629.18,77628.0,50.5,95.0,30.5,95.0,1.0,1.0,0.0,True,0.0,-1.179999999993015,64.5
btc-updown-5m-1777058100,https://polymarket.com/zh/event/btc-updown-5m-1777058100,03:15-03:20,2026-04-24 19:15:00+00:00,2026-04-24 19:19:58+00:00,2026-04-24 19:15:00+00:00,118,"part4_chunk3_btc-updown-5m_quotes.csv, part4_chunk4_btc-updown-5m_quotes.csv",77625.67,77625.67,77663.14,50.5,98.5,50.5,98.5,1.0,1.0,0.0,True,1.0,37.470000000001164,48.0
btc-updown-5m-1777058400,https://polymarket.com/zh/event/btc-updown-5m-1777058400,03:20-03:25,2026-04-24 19:20:01+00:00,2026-04-24 19:24:58+00:00,2026-04-24 19:20:00+00:00,120,part4_chunk4_btc-updown-5m_quotes.csv,77663.17,77663.17,77588.76,49.5,1.5,1.5,67.5,1.0,1.0,0.0,True,0.0,-74.41000000000349,66.0
btc-updown-5m-1777058700,https://polymarket.com/zh/event/btc-updown-5m-1777058700,03:25-03:30,2026-04-24 19:25:01+00:00,2026-04-24 19:29:59+00:00,2026-04-24 19:25:00+00:00,121,part4_chunk4_btc-updown-5m_quotes.csv,77589.99,77589.99,77602.14,52.5,98.5,19.5,98.5,1.0,1.0,0.0,True,1.0,12.14999999999418,79.0
btc-updown-5m-1777059000,https://polymarket.com/zh/event/btc-updown-5m-1777059000,03:30-03:35,2026-04-24 19:30:02+00:00,2026-04-24 19:34:59+00:00,2026-04-24 19:30:00+00:00,120,part4_chunk4_btc-updown-5m_quotes.csv,77609.4,77603.16,77650.07,59.5,98.5,35.5,98.5,1.0,1.0,0.0,True,1.0,40.670000000012806,63.0
btc-updown-5m-1777059300,https://polymarket.com/zh/event/btc-updown-5m-1777059300,03:35-03:40,2026-04-24 19:35:02+00:00,2026-04-24 19:39:58+00:00,2026-04-24 19:35:00+00:00,119,part4_chunk4_btc-updown-5m_quotes.csv,,77627.81,77652.22,41.5,97.5,8.5,98.5,1.0,1.0,0.0,False,,,90.0
btc-updown-5m-1777059600,https://polymarket.com/zh/event/btc-updown-5m-1777059600,03:40-03:45,2026-04-24 19:40:01+00:00,2026-04-24 19:44:58+00:00,2026-04-24 19:40:00+00:00,119,part4_chunk4_btc-updown-5m_quotes.csv,77652.22,77652.22,77637.06,51.0,1.5,1.5,85.5,1.0,1.0,0.0,True,0.0,-15.160000000003492,84.0
btc-updown-5m-1777059900,https://polymarket.com/zh/event/btc-updown-5m-1777059900,03:45-03:50,2026-04-24 19:45:01+00:00,2026-04-24 19:49:59+00:00,2026-04-24 19:45:00+00:00,118,"part4_chunk4_btc-updown-5m_quotes.csv, part4_chunk5_btc-updown-5m_quotes.csv",77637.05,77627.76,77592.87,44.0,1.5,1.5,62.5,1.0,1.0,0.0,True,0.0,-44.18000000000757,61.0
btc-updown-5m-1777060200,https://polymarket.com/zh/event/btc-updown-5m-1777060200,03:50-03:55,2026-04-24 19:50:02+00:00,2026-04-24 19:54:58+00:00,2026-04-24 19:50:00+00:00,120,part4_chunk5_btc-updown-5m_quotes.csv,77630.72,77607.7,77629.37,65.0,98.5,16.0,98.5,1.0,1.0,0.0,True,0.0,-1.3500000000058208,82.5
btc-updown-5m-1777060500,https://polymarket.com/zh/event/btc-updown-5m-1777060500,03:55-04:00,2026-04-24 19:55:01+00:00,2026-04-24 19:59:59+00:00,2026-04-24 19:55:00+00:00,119,part4_chunk5_btc-updown-5m_quotes.csv,77638.34,77638.34,77662.0,56.5,98.5,34.5,98.5,1.0,1.0,0.0,True,1.0,23.660000000003492,64.0
btc-updown-5m-1777060800,https://polymarket.com/zh/event/btc-updown-5m-1777060800,04:00-04:05,2026-04-24 20:00:02+00:00,2026-04-24 20:04:59+00:00,2026-04-24 20:00:00+00:00,119,part4_chunk5_btc-updown-5m_quotes.csv,,77644.94,77599.99,47.5,2.0,1.5,54.0,1.0,1.0,0.0,False,,,52.5
btc-updown-5m-1777061100,https://polymarket.com/zh/event/btc-updown-5m-1777061100,04:05-04:10,2026-04-24 20:05:02+00:00,2026-04-24 20:09:59+00:00,2026-04-24 20:05:00+00:00,120,part4_chunk5_btc-updown-5m_quotes.csv,77601.17,77601.17,77591.67,52.5,2.5,2.5,71.5,1.0,1.0,0.0,True,0.0,-9.5,69.0
btc-updown-5m-1777061400,https://polymarket.com/zh/event/btc-updown-5m-1777061400,04:10-04:15,2026-04-24 20:10:01+00:00,2026-04-24 20:14:58+00:00,2026-04-24 20:10:00+00:00,121,part4_chunk5_btc-updown-5m_quotes.csv,77591.67,77591.67,77660.91,52.0,98.5,50.5,98.5,1.0,1.0,0.0,True,1.0,69.24000000000524,48.0
btc-updown-5m-1777061700,https://polymarket.com/zh/event/btc-updown-5m-1777061700,04:15-04:20,2026-04-24 20:15:01+00:00,2026-04-24 20:19:59+00:00,2026-04-24 20:15:00+00:00,122,"part4_chunk5_btc-updown-5m_quotes.csv, part4_chunk6_btc-updown-5m_quotes.csv",77659.74,77657.28,77589.45,45.5,1.5,1.5,62.5,1.0,1.0,0.0,True,0.0,-70.29000000000815,61.0
btc-updown-5m-1777062000,https://polymarket.com/zh/event/btc-updown-5m-1777062000,04:20-04:25,2026-04-24 20:20:02+00:00,2026-04-24 20:24:58+00:00,2026-04-24 20:20:00+00:00,117,part4_chunk6_btc-updown-5m_quotes.csv,,77624.47,77537.87,56.5,1.5,1.5,72.5,1.0,1.0,0.0,False,,,71.0
btc-updown-5m-1777062300,https://polymarket.com/zh/event/btc-updown-5m-1777062300,04:25-04:30,2026-04-24 20:25:01+00:00,2026-04-24 20:29:59+00:00,2026-04-24 20:25:00+00:00,123,part4_chunk6_btc-updown-5m_quotes.csv,77535.92,77535.92,77564.51,50.5,98.5,12.5,98.5,1.0,1.0,0.0,True,1.0,28.589999999996508,86.0
btc-updown-5m-1777062600,https://polymarket.com/zh/event/btc-updown-5m-1777062600,04:30-04:35,2026-04-24 20:30:02+00:00,2026-04-24 20:34:59+00:00,2026-04-24 20:30:00+00:00,121,part4_chunk6_btc-updown-5m_quotes.csv,77564.52,77564.52,77592.0,50.5,98.5,50.5,98.5,1.0,1.0,0.0,True,1.0,27.479999999995925,48.0
btc-updown-5m-1777062900,https://polymarket.com/zh/event/btc-updown-5m-1777062900,04:35-04:40,2026-04-24 20:35:02+00:00,2026-04-24 20:39:58+00:00,2026-04-24 20:35:00+00:00,120,part4_chunk6_btc-updown-5m_quotes.csv,77594.45,77594.45,77683.52,50.5,98.5,48.5,98.5,1.0,1.0,0.0,True,1.0,89.07000000000698,50.0
btc-updown-5m-1777063200,https://polymarket.com/zh/event/btc-updown-5m-1777063200,04:40-04:45,2026-04-24 20:40:01+00:00,2026-04-24 20:44:58+00:00,2026-04-24 20:40:00+00:00,122,part4_chunk6_btc-updown-5m_quotes.csv,77683.51,77683.52,77647.46,47.5,1.5,1.5,53.5,1.0,1.0,0.0,True,0.0,-36.04999999998836,52.0
btc-updown-5m-1777063500,https://polymarket.com/zh/event/btc-updown-5m-1777063500,04:45-04:50,2026-04-24 20:45:01+00:00,2026-04-24 20:50:00+00:00,2026-04-24 20:45:00+00:00,120,"part4_chunk6_btc-updown-5m_quotes.csv, part4_chunk7_btc-updown-5m_quotes.csv",77647.45,77647.45,77667.34,46.5,98.5,46.5,98.5,1.0,1.0,0.0,True,1.0,19.889999999999418,52.0
